0.2,2
0.19,3
0.18,3
0.17,4
0.16,4
0.15,5
0.14,5
0.13,7
0.12,6
0.11,9
0.1,11
0.09,11
0.08,13
0.07,17
0.06,20
0.05,22
0.04,27
0.03,28
0.02,38
0.01,51
