0.2,2
0.19,3
0.18,2
0.17,2
0.16,4
0.15,4
0.14,4
0.13,4
0.12,5
0.11,7
0.1,7
0.09,8
0.08,10
0.07,12
0.06,16
0.05,22
0.04,28
0.03,32
0.02,43
0.01,61
